Newcastle City Council Invoices over £250 paid in April 2014,,,,,,,,,
,,,,,,,,,
Directorate,Service Area,Group Description,Paid Date,Supplier Name,Internal Ref,Cap/Rev,Cost Centre,Cost Centre Name,Total
Chief Executive's,"CD - Policy, Strat & Comms NOR         ",Premises,25/04/2014,N POWER NORTHERN LTD,6219489,Revenue,1DE49,i4- Quayside NEC,"1,720.68 "
Chief Executive's,"CD - Policy, Strat & Comms NOR         ",Premises,25/04/2014,N POWER NORTHERN LTD,6220873,Revenue,1DE48,i8 - Lynwood NEC,343.55 
Chief Executive's,"CD - Policy, Strat & Comms NOR         ",Premises,25/04/2014,N POWER NORTHERN LTD,6220874,Revenue,1DE48,i8 - Lynwood NEC,467.53 
Chief Executive's,"CD - Policy, Strat & Comms NOR         ",Premises,04/04/2014,N POWER NORTHERN LTD,6204394,Revenue,1DE46,i2- Byker NEC,"1,254.80 "
Chief Executive's,"CD - Policy, Strat & Comms NOR         ",Premises,30/04/2014,N POWER NORTHERN LTD,6226817,Revenue,1DE49,i4- Quayside NEC,"1,720.68 "
Chief Executive's,"CD - Policy, Strat & Comms NOR         ",Premises,30/04/2014,N POWER NORTHERN LTD,6226818,Revenue,1DE48,i8 - Lynwood NEC,878.89 
Children's Services,Childrens Services Support       ,Premises,30/04/2014,N POWER NORTHERN LTD,6226942,Revenue,1MC06,Iona Place Childrens Unit,715.01 
Environment & Regeneration,EEC U/Design            ,Premises,03/04/2014,N POWER NORTHERN LTD,6199463,Revenue,1V073,Historic Monumnets,472.83 
Chief Executive's,CD - Markets                     ,Supplies & Services,25/04/2014,NABMA,6222034,Revenue,1DR03,Grainger Market,795.00 
Environment & Regeneration,Highways                               ,Premises,04/04/2014,NAL LTD,6203049,Revenue,1KEMC,Highways,"2,467.45 "
Environment & Regeneration,Highways                               ,Premises,04/04/2014,NAL LTD,6203049,Revenue,1KEMC,Highways,109.61 
Environment & Regeneration,Highways                               ,Supplies & Services,08/04/2014,NAL LTD,6204420,Revenue,3KIMF,Highways Stock Account,695.04 
Environment & Regeneration,Highways                               ,Supplies & Services,24/04/2014,NAL LTD,6219104,Revenue,1KEMC,Highways,45.00 
Environment & Regeneration,Highways                               ,Supplies & Services,24/04/2014,NAL LTD,6219104,Revenue,3KIMF,Highways Stock Account,"1,620.00 "
Environment & Regeneration,Highways                               ,Supplies & Services,08/04/2014,NAL LTD,6204420,Revenue,1KEMC,Highways,299.23 
Environment & Regeneration,Highways                               ,Supplies & Services,08/04/2014,NAL LTD,6204420,Revenue,3KIMF,Highways Stock Account,"2,021.04 "
Environment & Regeneration,Highways                               ,Supplies & Services,04/04/2014,NAL LTD,6203049,Revenue,3KIMF,Highways Stock Account,911.10 
Environment & Regeneration,Highways                               ,Supplies & Services,04/04/2014,NAL LTD,6203049,Revenue,3KIMF,Highways Stock Account,"1,408.80 "
Environment & Regeneration,Highways                               ,Supplies & Services,14/04/2014,NAL LTD,6211678,Revenue,1KEMC,Highways,45.03 
Environment & Regeneration,Highways                               ,Supplies & Services,14/04/2014,NAL LTD,6211678,Revenue,3KIMF,Highways Stock Account,539.04 
Adult and Culture,Adult Serv Admin Support   ,Supplies & Services,07/04/2014,NALESTAR LTD,6204494,Revenue,1MX06,Community Reablement,944.25 
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,15/04/2014,NATIONAL AUTISTIC SOCIETY,6214160,Revenue,1MK51,Ind Home-Per Care LD,340.20 
Children's Services,Carefirst - Independant Foster payments,Third Party Payments,07/04/2014,NATIONAL FOSTERING AGENCY,6205766,Revenue,1MC22,IND Sector Foster Carer Costs,"13,680.00 "
Children's Services,Educ Governors Sup Unit    ,Supplies & Services,08/04/2014,NATIONAL GOVERNORS ASSOCIATION,6206653,Revenue,1E325,Governor Services,425.00 
Children's Services,Educ Governors Sup Unit    ,Supplies & Services,07/04/2014,NATIONAL GOVERNORS ASSOCIATION,6203653,Revenue,1E325,Governor Services,425.00 
Environment & Regeneration,Fleet Management System                ,Supplies & Services,25/04/2014,NATIONWIDE WINDSCREEN SERVICES LTD,6200297,Revenue,1KESG,Light Workshop Code 5 Repairs,490.16 
Environment & Regeneration,NS: D&CS Support Services  ,Supplies & Services,04/04/2014,NATURAL GAS SERVICES TRAINING (NCLE)LTD,6204720,Revenue,1KB06,Citybuild Training,510.00 
Environment & Regeneration,NS: District Heating       ,Supplies & Services,15/04/2014,NATURAL GAS SERVICES TRAINING (NCLE)LTD,6213010,Revenue,1KR8L,Wide District Heating,35.00 
Environment & Regeneration,NS: District Heating       ,Supplies & Services,15/04/2014,NATURAL GAS SERVICES TRAINING (NCLE)LTD,6213010,Revenue,1KR8L,Wide District Heating,762.00 
Environment & Regeneration,CW Services to Schools           ,Premises,08/04/2014,NCC (CITYWORKS BILLING),6206467,Revenue,1KFR5,St Mary's Academy,271.00 
Adult and Culture,Social Services                        ,Supplies & Services,16/04/2014,NCC CORPORATE APPOINTEESHIPS A/C,6215848,Revenue,3WJ01,Service Users Funds,"7,977.27 "
Children's Services,Invoice,Supplies & Services,25/04/2014,NCC GROUP SECURE TEST LTD,6163367,Revenue,1CF00,Payroll,795.00 
Adult and Culture,AS - Learning City         ,Supplies & Services,11/04/2014,NCFE,6207555,Revenue,1EA15,Newcastle City Learning,"7,533.00 "
Adult and Culture,Social Services                        ,Supplies & Services,10/04/2014,NCVS,6209405,Revenue,1MM91,Ind MH Advocacy,"10,561.00 "
Environment & Regeneration,Blacksmiths                            ,Supplies & Services,01/04/2014,NE ATTACHMENTS,6179157,Revenue,1KENB,Fleet Workshops OH,298.35 
Adult and Culture,Library Admin              ,Supplies & Services,04/04/2014,NEOPOST FINANCE LTD LEASING,6204513,Revenue,1EJ01,Administration,488.17 
Chief Executive's,CD - Support Services            ,Supplies & Services,29/04/2014,NEOPOST FINANCE LTD LEASING,6225605,Revenue,1FG03,Central Post Room,"2,083.33 "
Children's Services,West Riverside S/Start           ,Supplies & Services,29/04/2014,NEOPOST FINANCE LTD LEASING,6225832,Revenue,1EEG1,W River CC Central Costs,525.39 
Chief Executive's,"CD - Policy, Strat & Comms NOR         ",Supplies & Services,11/04/2014,NEOPOST LTD,6210603,Revenue,1DE50,i6- Charlotte Square NEC,"3,000.00 "
Chief Executive's,CD - Corporate Services NOR            ,Supplies & Services,09/04/2014,NEOPOST LTD,6208118,Revenue,1FG03,Central Post Room,"19,000.00 "
Environment & Regeneration,EEC Licensing           ,Supplies & Services,09/04/2014,NEOPOST LTD,6208132,Revenue,1D521,Hackney Carriage & Privte Hire,"1,000.00 "
Adult and Culture,AS - Westgate AE   td       ,Supplies & Services,15/04/2014,NEOPOST-CREDIFON ACCOUNTS,6213925,Revenue,1EA06,Curriculum West FE,"2,000.00 "
Chief Executive's,CD - IT Mgmt & Networks          ,Supplies & Services,02/04/2014,NETCALL TELECOM LIMITED,6174847,Revenue,1CM00,IT Management & Admin,"8,940.00 "
Chief Executive's,CD - Customer Service Devt       ,Supplies & Services,17/04/2014,NETCALL TELECOM LIMITED,6202691,Revenue,1CC26,Contact Centre Management,"15,242.00 "
Chief Executive's,CD - Customer Service Devt       ,Supplies & Services,17/04/2014,NETCALL TELECOM LIMITED,6202693,Revenue,1CC26,Contact Centre Management,"9,275.00 "
Environment & Regeneration,NS: D&CS Support Services  ,Supplies & Services,02/04/2014,NETCALL TELECOM LIMITED,6174846,Revenue,1KR01,R & M Trading,"14,742.00 "
Chief Executive's,CD - IT Mgmt & Networks          ,Supplies & Services,02/04/2014,NETMOTION WIRELESS LTD,6188449,Revenue,1CM00,IT Management & Admin,"3,500.00 "
Environment & Regeneration,E&R Parking Services       ,Transport,07/04/2014,NETWORK TICKETING LTD,6204569,Revenue,1V301,Travel office Travel Passes,"8,840.00 "
Environment & Regeneration,E&R Parking Services       ,Transport,11/04/2014,NETWORK TICKETING LTD,6210997,Revenue,1V301,Travel office Travel Passes,"1,778.00 "
Environment & Regeneration,E&R Parking Services       ,Transport,25/04/2014,NETWORK TICKETING LTD,6219092,Revenue,1V301,Travel office Travel Passes,"12,682.67 "
Environment & Regeneration,E&R EHP&T                  ,Premises,15/04/2014,NETWORK TICKETING LTD,6213978,Revenue,1V080,Private Developers s106,"26,716.65 "
Adult and Culture,Adult Serv Finance         ,Third Party Payments,03/04/2014,NEURO PARTNERS LTD,6202840,Revenue,1MH50,Ind Home Spot Pur PD,"7,851.00 "
Adult and Culture,Adult Serv Finance         ,Third Party Payments,08/04/2014,NEURO PARTNERS LTD,6207048,Revenue,1MH50,Ind Home Spot Pur PD,464.00 
Adult and Culture,Adult Serv Finance         ,Third Party Payments,04/04/2014,NEURO PARTNERS LTD,6204585,Revenue,1MM50,Ind Home - Spot Pur MH,348.00 
Adult and Culture,Adult Serv Finance         ,Third Party Payments,04/04/2014,NEURO PARTNERS LTD,6204589,Revenue,1MM50,Ind Home - Spot Pur MH,522.00 
Adult and Culture,Adult Serv Finance         ,Third Party Payments,04/04/2014,NEURO PARTNERS LTD,6204591,Revenue,1MM50,Ind Home - Spot Pur MH,416.37 
Adult and Culture,Adult Serv Finance         ,Third Party Payments,23/04/2014,NEURO PARTNERS LTD,6218978,Revenue,1MH50,Ind Home Spot Pur PD,464.00 
Adult and Culture,Adult Serv Finance         ,Third Party Payments,23/04/2014,NEURO PARTNERS LTD,6218994,Revenue,1MH50,Ind Home Spot Pur PD,"2,146.00 "
Adult and Culture,Adult Serv Finance         ,Third Party Payments,23/04/2014,NEURO PARTNERS LTD,6219015,Revenue,1MH50,Ind Home Spot Pur PD,406.00 
Adult and Culture,Adult Serv Finance         ,Third Party Payments,23/04/2014,NEURO PARTNERS LTD,6219026,Revenue,1MH50,Ind Home Spot Pur PD,464.00 
Adult and Culture,Adult Serv Finance         ,Third Party Payments,23/04/2014,NEURO PARTNERS LTD,6219208,Revenue,1MH50,Ind Home Spot Pur PD,406.00 
Adult and Culture,Adult Serv Finance         ,Third Party Payments,23/04/2014,NEURO PARTNERS LTD,6219210,Revenue,1MH50,Ind Home Spot Pur PD,"7,851.00 "
Adult and Culture,Adult Serv Finance         ,Third Party Payments,04/04/2014,NEURO PARTNERS LTD,6204581,Revenue,1MM50,Ind Home - Spot Pur MH,"1,218.00 "
Adult and Culture,Adult Serv Finance         ,Third Party Payments,04/04/2014,NEURO PARTNERS LTD,6204582,Revenue,1MM50,Ind Home - Spot Pur MH,464.00 
Adult and Culture,Adult Serv Finance         ,Third Party Payments,04/04/2014,NEURO PARTNERS LTD,6204584,Revenue,1MM50,Ind Home - Spot Pur MH,638.00 
Adult and Culture,Adult Serv Finance         ,Third Party Payments,30/04/2014,NEURO PARTNERS LTD,6227339,Revenue,1MH50,Ind Home Spot Pur PD,406.00 
Adult and Culture,Adult Serv Finance         ,Third Party Payments,30/04/2014,NEURO PARTNERS LTD,6225995,Revenue,1MM50,Ind Home - Spot Pur MH,290.00 
Adult and Culture,Adult Serv Finance         ,Third Party Payments,30/04/2014,NEURO PARTNERS LTD,6225998,Revenue,1MM50,Ind Home - Spot Pur MH,435.00 
Adult and Culture,Adult Serv Finance         ,Third Party Payments,30/04/2014,NEURO PARTNERS LTD,6226002,Revenue,1MM50,Ind Home - Spot Pur MH,290.00 
Adult and Culture,Adult Serv Finance         ,Third Party Payments,30/04/2014,NEURO PARTNERS LTD,6226003,Revenue,1MM50,Ind Home - Spot Pur MH,652.50 
Adult and Culture,Adult Serv Finance         ,Third Party Payments,30/04/2014,NEURO PARTNERS LTD,6226006,Revenue,1MM50,Ind Home - Spot Pur MH,517.45 
Adult and Culture,Adult Serv Finance         ,Third Party Payments,29/04/2014,NEURO PARTNERS LTD,6226012,Revenue,1MM50,Ind Home - Spot Pur MH,422.49 
Adult and Culture,Adult Serv Finance         ,Third Party Payments,02/04/2014,NEURO PARTNERS LTD,6202060,Revenue,1MH50,Ind Home Spot Pur PD,"7,851.00 "
Adult and Culture,Social Services                        ,Supplies & Services,17/04/2014,NEW BEGINNINGS (N.E.) LTD,6216036,Revenue,3WJ01,Service Users Funds,"1,175.92 "
Adult and Culture,Social Services                        ,Supplies & Services,17/04/2014,NEW BEGINNINGS (N.E.) LTD,6216043,Revenue,3WJ01,Service Users Funds,"1,175.92 "
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",15/04/2014,NEW BEGINNINGS (N.E.) LTD,6214110,Revenue,1MK50,Ind Supported Living LD,"-7,031.56 "
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",15/04/2014,NEW BEGINNINGS (N.E.) LTD,6214110,Revenue,1MK50,Ind Supported Living LD,"-5,143.40 "
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,15/04/2014,NEW BEGINNINGS (N.E.) LTD,6214110,Revenue,1MK50,Ind Supported Living LD,"196,399.20 "
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,15/04/2014,NEW BEGINNINGS (N.E.) LTD,6214110,Revenue,1MK50,Ind Supported Living LD,"112,224.00 "
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",15/04/2014,NEW PROSPECTS ASSOCIATION LTD,6214120,Revenue,1MK50,Ind Supported Living LD,-824.44 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",15/04/2014,NEW PROSPECTS ASSOCIATION LTD,6214165,Revenue,1MK51,Ind Home-Per Care LD,-327.36 
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,15/04/2014,NEW PROSPECTS ASSOCIATION LTD,6214120,Revenue,1MK50,Ind Supported Living LD,"41,012.80 "
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,15/04/2014,NEW PROSPECTS ASSOCIATION LTD,6214165,Revenue,1MK51,Ind Home-Per Care LD,"8,929.80 "
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,15/04/2014,NEW PROSPECTS ASSOCIATION LTD,6214165,Revenue,1MK55,Dom Care Family/Carer LD,"17,238.45 "
Children's Services,Educ School Planning    ,Third Party Payments,29/04/2014,NEW PROSPECTS ASSOCIATION LTD,6225719,Revenue,1EEP1,Short Breaks,"2,000.00 "
Chief Executive's,CD - Treasury Mgmt Payments NOR        ,Capital Expenditure,28/04/2014,NEW TYNE WEST DEVELOPMENT CO LLP,6223271,Capital,2FT14,Property Services,"112,982.00 "
Children's Services,Schools Payment Agency                 ,Supplies & Services,14/04/2014,NEWCASTLE  YMCA,6209409,Revenue,1E+254,Linhope PRU,"10,500.00 "
Chief Executive's,CD - Director of PSC             ,Supplies & Services,25/04/2014,NEWCASTLE & GATESHEAD INITIATIVE,6222267,Revenue,1DE91,Newcastle Gatshead Initiative,"31,500.00 "
Chief Executive's,CD - Director of PSC             ,Supplies & Services,25/04/2014,NEWCASTLE & GATESHEAD INITIATIVE,6222267,Revenue,1FD10,NGI Business Winning,"12,500.00 "
Chief Executive's,CD - Customer Service Centres    ,Premises,16/04/2014,NEWCASTLE AND NORTH TYNESIDE LIFT CO LTD,6215458,Revenue,1CC54,Kenton LIFT CSC,"29,919.70 "
Chief Executive's,CD - Customer Service Centres    ,Premises,16/04/2014,NEWCASTLE AND NORTH TYNESIDE LIFT CO LTD,6215538,Revenue,1CC56,Walker Churchwalk LIFT CSC,"12,920.59 "
Chief Executive's,CD - Customer Service Centres    ,Premises,23/04/2014,NEWCASTLE AND NORTH TYNESIDE LIFT CO LTD,6219358,Revenue,1CC54,Kenton LIFT CSC,"29,481.43 "
Chief Executive's,CD - Customer Service Centres    ,Premises,16/04/2014,NEWCASTLE AND NORTH TYNESIDE LIFT T2,6215542,Revenue,1CC53,Shields Road CSC,"16,210.28 "
Chief Executive's,CD - Customer Service Centres    ,Premises,23/04/2014,NEWCASTLE AND NORTH TYNESIDE LIFT T2,6219356,Revenue,1CC55,Benwell LIFT CSC,"34,287.54 "
Chief Executive's,CD - Customer Service Centres    ,Premises,23/04/2014,NEWCASTLE AND NORTH TYNESIDE LIFT T2,6219357,Revenue,1CC57,Gosforth LIFT CSC,"28,597.88 "
Chief Executive's,CD - Customer Service Centres    ,Premises,16/04/2014,NEWCASTLE AND NORTH TYNESIDE LIFT T2,6215460,Revenue,1CC57,Gosforth LIFT CSC,"32,222.63 "
Chief Executive's,CD - Customer Service Centres    ,Premises,16/04/2014,NEWCASTLE AND NORTH TYNESIDE LIFT T2,6215488,Revenue,1CC55,Benwell LIFT CSC,"37,491.40 "
Chief Executive's,"CD - Policy, Strat & Comms NOR         ",Supplies & Services,28/04/2014,NEWCASTLE BUSINESS FORUMS,6224303,Revenue,1KN41,East Gosforth Ward,"5,000.00 "
Adult and Culture,Social Services-Care Support           ,Supplies & Services,17/04/2014,NEWCASTLE CITIZENS ADVICE BUREAU,6216848,Revenue,1MX10,Community Grants To Vol Orgs,"20,940.64 "
Children's Services,Educ School Planning    ,Transfer Payments,29/04/2014,NEWCASTLE CITY COUNCIL APP ADAM DUNLOP,6226064,Revenue,1E+212,Transport Special,700.00 
Children's Services,Educ School Planning    ,Transfer Payments,10/04/2014,NEWCASTLE CITY COUNCIL APP ADAM DUNLOP,6208801,Revenue,1E+212,Transport Special,875.00 
Chief Executive's,Exchequer Reconciliation               ,Supplies & Services,07/04/2014,NEWCASTLE CITY COUNCIL FOREIGN TRANS/AC,6205818,Revenue,1EJ13,Stock Services,"12,517.53 "
Chief Executive's,Exchequer Reconciliation               ,Supplies & Services,07/04/2014,NEWCASTLE CITY COUNCIL FOREIGN TRANS/AC,6205818,Revenue,1MR52,Adults Admin Pool,774.56 
Chief Executive's,Exchequer Reconciliation               ,Supplies & Services,07/04/2014,NEWCASTLE CITY COUNCIL FOREIGN TRANS/AC,6205818,Revenue,1FN10,Policy Strat&Com-Specialists,"6,377.13 "
Chief Executive's,Exchequer Reconciliation               ,Supplies & Services,07/04/2014,NEWCASTLE CITY COUNCIL FOREIGN TRANS/AC,6205818,Revenue,1D506,Rugby World Cup,183.21 
Chief Executive's,Exchequer Reconciliation               ,Other Income,07/04/2014,NEWCASTLE CITY COUNCIL FOREIGN TRANS/AC,6205818,Revenue,1V001,HP&T Executive,"32,304.34 "
Children's Services,Educ Perf Mon              ,Third Party Payments,08/04/2014,NEWCASTLE CITY HEALTH NHS TRUST,6195147,Revenue,1MF21,CAMHS,"79,384.00 "
Children's Services,Educ EWO's                 ,Third Party Payments,17/04/2014,NEWCASTLE COLLEGE,6206438,Revenue,1E25A,Alternative Provision,"3,408.00 "
Children's Services,Educ EWO's                 ,Third Party Payments,17/04/2014,NEWCASTLE COLLEGE,6206497,Revenue,1E25A,Alternative Provision,"4,927.00 "
Children's Services,Educ EWO's                 ,Third Party Payments,17/04/2014,NEWCASTLE COLLEGE,6207784,Revenue,1E25A,Alternative Provision,"4,059.00 "
Children's Services,Educ EWO's                 ,Third Party Payments,17/04/2014,NEWCASTLE COLLEGE,6215892,Revenue,1E25A,Alternative Provision,"4,059.00 "
Children's Services,Educ EWO's                 ,Third Party Payments,17/04/2014,NEWCASTLE COLLEGE,6215893,Revenue,1E25A,Alternative Provision,"4,927.00 "
Children's Services,Schools Payment Agency                 ,Supplies & Services,17/04/2014,NEWCASTLE COLLEGE,6209094,Revenue,1E+254,Linhope PRU,"2,540.00 "
Children's Services,Schools Payment Agency                 ,Supplies & Services,17/04/2014,NEWCASTLE COLLEGE,6209100,Revenue,1E+254,Linhope PRU,"2,540.00 "
Children's Services,Schools Payment Agency                 ,Supplies & Services,17/04/2014,NEWCASTLE COLLEGE,6209524,Revenue,1E+254,Linhope PRU,"2,540.00 "
Children's Services,Schools Payment Agency                 ,Supplies & Services,17/04/2014,NEWCASTLE COLLEGE,6209525,Revenue,1E+254,Linhope PRU,"2,540.00 "
Children's Services,Schools Payment Agency                 ,Supplies & Services,17/04/2014,NEWCASTLE COLLEGE,6209526,Revenue,1E+254,Linhope PRU,"2,540.00 "
Adult and Culture,Social Services-Care Support           ,Supplies & Services,17/04/2014,NEWCASTLE COUNCIL FOR VOLUNTARY SERVICE,6216847,Revenue,1MM91,Ind MH Advocacy,"3,544.45 "
Adult and Culture,Social Services-Care Support           ,Third Party Payments,15/04/2014,NEWCASTLE COUNCIL FOR VOLUNTARY SERVICES,6213435,Revenue,1MR81,Local Healthwatch,"16,545.68 "
Environment & Regeneration,EEC Licensing              ,Third Party Payments,22/04/2014,NEWCASTLE DISABILITY FORUM,6217225,Revenue,1D521,Hackney Carriage & Privte Hire,"1,272.00 "
Environment & Regeneration,EEC Licensing              ,Third Party Payments,22/04/2014,NEWCASTLE DISABILITY FORUM,6217843,Revenue,1D521,Hackney Carriage & Privte Hire,636.00 
Environment & Regeneration,EEC Licensing              ,Third Party Payments,22/04/2014,NEWCASTLE DISABILITY FORUM,6217224,Revenue,1D521,Hackney Carriage & Privte Hire,636.00 
Environment & Regeneration,E&R Environmental Crime     ,Supplies & Services,17/04/2014,NEWCASTLE DOG & CAT SHELTER & ANIMAL,6216888,Revenue,1D533,Dog Warden,"1,027.71 "
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",15/04/2014,NEWCASTLE HOME CARE ASSOCIATES,6214100,Revenue,1MK50,Ind Supported Living LD,-446.36 
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,15/04/2014,NEWCASTLE HOME CARE ASSOCIATES,6214100,Revenue,1MK50,Ind Supported Living LD,"24,390.40 "
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,15/04/2014,NEWCASTLE HOME CARE ASSOCIATES,6214133,Revenue,1MG51,Ind Home Per Care Elderly,"72,581.97 "
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,15/04/2014,NEWCASTLE HOME CARE ASSOCIATES,6214133,Revenue,1MH50,Ind Home Spot Pur PD,"12,304.74 "
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,15/04/2014,NEWCASTLE HOME CARE ASSOCIATES,6214133,Revenue,1MK51,Ind Home-Per Care LD,"3,329.20 "
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,15/04/2014,NEWCASTLE HOME CARE ASSOCIATES,6214133,Revenue,1MM50,Ind Home - Spot Pur MH,"1,210.00 "
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,15/04/2014,NEWCASTLE HOME CARE ASSOCIATES,6214150,Revenue,1MK51,Ind Home-Per Care LD,"2,883.60 "
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,15/04/2014,NEWCASTLE HOME CARE ASSOCIATES,6214150,Revenue,1MK55,Dom Care Family/Carer LD,"3,443.40 "
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,15/04/2014,NEWCASTLE HOME CARE ASSOCIATES,6214100,Revenue,1MK50,Ind Supported Living LD,"1,008.00 "
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,15/04/2014,NEWCASTLE HOME CARE ASSOCIATES,6214133,Revenue,1MG51,Ind Home Per Care Elderly,"5,178.10 "
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,15/04/2014,NEWCASTLE HOME CARE ASSOCIATES,6214133,Revenue,1MH50,Ind Home Spot Pur PD,38.50 
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,15/04/2014,NEWCASTLE HOME CARE ASSOCIATES,6214150,Revenue,1MK55,Dom Care Family/Carer LD,"5,980.40 "
Adult and Culture,Social Services-Care Support           ,Third Party Payments,15/04/2014,NEWCASTLE HOSPITAL NHS FOUNDATION TRUST,6213425,Revenue,1ML07,PH -Obesity and phys activity,"5,616.80 "
Adult and Culture,Social Services-Care Support           ,Third Party Payments,15/04/2014,NEWCASTLE HOSPITAL NHS FOUNDATION TRUST,6213425,Revenue,1ML04,PH - Health Improvement,"51,173.44 "
Adult and Culture,Social Services-Care Support           ,Third Party Payments,15/04/2014,NEWCASTLE HOSPITAL NHS FOUNDATION TRUST,6213425,Revenue,1ML11,PH - Smoking & Tobacco,"29,750.11 "
Adult and Culture,Social Services-Care Support           ,Third Party Payments,15/04/2014,NEWCASTLE HOSPITAL NHS FOUNDATION TRUST,6213425,Revenue,1ML06,PH Sexual Health Advice etc,"7,899.40 "
Adult and Culture,Social Services-Care Support           ,Third Party Payments,15/04/2014,NEWCASTLE HOSPITAL NHS FOUNDATION TRUST,6213425,Revenue,1ML07,PH -Obesity and phys activity,"10,527.40 "
Adult and Culture,Social Services-Care Support           ,Third Party Payments,15/04/2014,NEWCASTLE HOSPITAL NHS FOUNDATION TRUST,6213425,Revenue,1ML09,PH - Drugs and alcohol,"3,926.40 "
Adult and Culture,Social Services-Care Support           ,Third Party Payments,15/04/2014,NEWCASTLE HOSPITAL NHS FOUNDATION TRUST,6213425,Revenue,1ML10,PH - Sexual health -C'ception,"138,502.88 "
Adult and Culture,Social Services-Care Support           ,Third Party Payments,15/04/2014,NEWCASTLE HOSPITAL NHS FOUNDATION TRUST,6213425,Revenue,1ML06,PH Sexual Health Advice etc,"8,950.92 "
Adult and Culture,Social Services-Care Support           ,Third Party Payments,15/04/2014,NEWCASTLE HOSPITAL NHS FOUNDATION TRUST,6213425,Revenue,1ML12,PH -E Years and Children 5-19,"84,100.60 "
Adult and Culture,Social Services-Care Support           ,Third Party Payments,15/04/2014,NEWCASTLE HOSPITAL NHS FOUNDATION TRUST,6213425,Revenue,1ML02,PH-Sexual Hlth-STI Test/Treat,"14,432.32 "
Adult and Culture,Social Services-Care Support           ,Third Party Payments,15/04/2014,NEWCASTLE HOSPITAL NHS FOUNDATION TRUST,6213425,Revenue,1ML08,PH - Fluoridation,"3,655.36 "
Adult and Culture,Adult Serv Occ Therapy     ,Supplies & Services,30/04/2014,NEWCASTLE ON TYNE HOSPITALS NHS TRUST,6226856,Revenue,1MG70,Equipt & Adaptations Elderly,"1,518.30 "
Adult and Culture,Adult Serv Occ Therapy     ,Supplies & Services,30/04/2014,NEWCASTLE ON TYNE HOSPITALS NHS TRUST,6226857,Revenue,1MG70,Equipt & Adaptations Elderly,272.86 
Adult and Culture,Adult Serv Occ Therapy     ,Supplies & Services,30/04/2014,NEWCASTLE ON TYNE HOSPITALS NHS TRUST,6226858,Revenue,1MG70,Equipt & Adaptations Elderly,322.70 
Adult and Culture,Social Services-Care Support           ,Third Party Payments,15/04/2014,NEWCASTLE PROPS,6213415,Revenue,1ML09,PH - Drugs and alcohol,"9,029.24 "
Environment & Regeneration,Environment & Regeneration    ,Long Term Liabilities,10/04/2014,NEWCASTLE SCIENCE CENTRAL LLP,6208099,Revenue,4RX01,General Fund,"319,690.50 "
Environment & Regeneration,Environment & Regeneration    ,Long Term Liabilities,10/04/2014,NEWCASTLE SCIENCE CENTRAL LLP,6208100,Revenue,4RX01,General Fund,"94,329.00 "
Environment & Regeneration,Environment & Regeneration    ,Long Term Liabilities,10/04/2014,NEWCASTLE SCIENCE CENTRAL LLP,6208099,Revenue,4RX01,General Fund,"319,690.50 "
Chief Executive's,CD - Regional & European Prog    ,Capital Expenditure,28/04/2014,NEWCASTLE SCIENCE CITY CO.LTD,6224505,Capital,2N401,Capital General,397.53 
Children's Services,Childrens Services Support       ,Transfer Payments,04/04/2014,NEWCASTLE TAXIS LTD,6203722,Revenue,1E+212,Transport Special,308.00 
Children's Services,Childrens Services Support       ,Transfer Payments,23/04/2014,NEWCASTLE TAXIS LTD,6199476,Revenue,1E+212,Transport Special,880.00 
Children's Services,Childrens Services Support       ,Transfer Payments,25/04/2014,NEWCASTLE TAXIS LTD,6203724,Revenue,1E+212,Transport Special,966.00 
Adult and Culture,Libraries/Galaxy Payments              ,Premises,04/04/2014,NEWCASTLE TENANTS & RESIDENTS FEDERATION,6197374,Revenue,1EJ41,Fawdon Branch Library,"1,750.00 "
Chief Executive's,CD - Markets                     ,Premises,25/04/2014,NEWCASTLE THEATRE ROYAL LTD,6222013,Revenue,1DV13,5-7 Market Street,691.60 
